id,sentence,dialect
194,પોતાના ઉદ્દબોધનમાં તેમણે પર્યાવરણ જાગૃતિ અંગે માર્ગદર્શન આપ્યું અને શાળાને પ્લાસ્ટિક મુક્ત બનાવવા માટે કોઈપણ પ્રકારની પ્લાસ્ટિક વસ્તુઓનો ઉપયોગ ન કરવાનો સંકલ્પ લેવડાવ્યો,standard_gujarati
195,Tarak meheta સિરિયલ ગમેતેમ હોય પણ ફેમિલિ સાથે જોઈ શકાય છે. થોડું પ્રાઉડ તો થવું જોય ભાઈ 3000 episodes પુરા કર્યા તેના,surti
196,"પ્રતિકા રાવલ 26 ઓક્ટોબરે વન ડે વિશ્વ કપના સેમિ
ફાઇનલ અગાઉ ઇજાગ્રસ્ત થઇ હતી",kathiawari
197,Jaaimu lyo... સાવ મફત માં મોજુ કરાઈવી...😀,charotari
198,"આ તમામ કારણે પર્યાવરણ બગડે છે, સ્વચ્છતા
જળવાતી નથી",kathiawari
199,"તેણીનો ઓસ્ટ્રેલિયા મહિલા
ટીમ સામેના એકમાત્ર ટેસ્ટની ટીમમાં સમાવેશ કરાયો છે",kathiawari
200,મેહોણી-હા મારુ મેહોણા હા,charotari
201,ત્યારે અમે એક વિદ્યાર્થીના મોટાભાઈની ઓળખ આપી,standard_gujarati
202,સીધે સીધો સુરત થિ ક્યાં થિ સુરત થિ.,surti
203,ધીરૂભાઈ એ મોજ કરાવી દીધી 😂😂😂😂,surti
204,"જો કે તેનો આ દેખાવ બંગાળને
જીત અપાવી શક્યો ન હતો",kathiawari
205,"દરિયાકાંઠાના વિસ્તારો માટે હવામાન વિભાગે જણાવ્યું છે, કે હાલમાં માછીમારો માટે કોઈ ચેતવણી જાહેર કરવામાં આવી નથી",standard_gujarati
206,ધંધુકાના ફેદરા માર્ગ પર વખતપર નજીક પાણીના ખાડામાંથી એક દીપડાનો મૃતદેહ મળી આવ્યો છે,standard_gujarati
207,GJ 05 ગમ્મે ત્યાં જાય ❤,surti
208,માયાભાઈ મજામાને અમારા મહેસાણાની આવી ભાષા નથી આપ મનોરંજન માટે બોલો તે બરાબર છે,charotari
209,"પ્રખ્યાત એવિએશન ઇતિહાસકાર
અને વિશ્લેષક ટોમ કૂપરે દાવો કર્યો છે કે ભારતીય વાયુસેનાએ ઓપરેશન સિંદૂર દરમિયાન પાકિસ્તાનનાં
કિરાના હિલ્સ સ્થિત પરમાણુ સુવિધા કેન્દ્ર ઉપર હુમલો કર્યો હતો",kathiawari
210,Nice જોરદાર એક્ટિંગ મુકેશ ભાઈ,charotari
211,ભાઈ રેપ છે ગીત નહિ અનુ થી ફિલ્મ બંસે ફિલ્મ મા ગીત નહિ,surti
212,"Jordar....vachn ... નાની ઉંમર માં મોટા વચન.. આટલો હેવી મેસેજ આટલી સરળ તાથી... વાહ ગુરુ વાહ...👍🏻👍🏻👍🏻 મેહસાણા ,, બનાહકોથી",charotari
213,ઉપરાંત આદિ જાતિ વિકાસ વિભાગ માટે કુલ રૂ,kathiawari
214,આપણે સોમનાથ સ્વાભિમાન પર્વની ગૌરવમય ઉજવણી કરી રહ્યાં છીએ,standard_gujarati
215,ખુબ ખુબ અભિનંદન પાઠવું છું મારા ભૈ ઓ ને લોહી ચરી આવ્યું શરીર માં Rap સાંભરી ને ❤❤God bless u brothers,surti
216,"ધન્યવાદ,મજા આવી ગઈ.",charotari
217,જેમાં બે સદી અને સાત અર્ધસદી છે,kathiawari
218,ભાઈ છત્રપતિ શિવાજી મહારાજ નું song બનવો 💯🙏🙏🙏🙏😊,surti
219,"રોબોટ ડોગને યુનિવર્સિટીએ બનાવ્યો હોવાનો દાવો થઈ શકે
તેમ નથી",kathiawari
220,આ ઇન્વેસ્ટિગેશનની શરૂઆત સોશિયલ મીડિયા પરથી મળેલી એક જાહેરાતથી થઈ,standard_gujarati
221,સલામતીને પ્રાથમિકતા આપતા અને એરપોર્ટ પર મુસાફરોને લાંબી રાહ જોવી ન પડે તે માટે દિવસ દરમિયાન કેટલીક ફ્લાઇટ્સ રદ કરવામાં આવી શકે છે તેમજ કેટલીક ફ્લાઇટ્સને પ્રસ્થાનમાં વધુ સમય લાગી શકે છે,standard_gujarati
222,આવું કોણ બોલે છે મહેસાણા મા આવી ઘર ની ભાસે વાપરે છે સરમ. આવી જોયે,charotari
223,એકદમ.... જોરદાર.... કરણ.... ભાઈ 💫❤️,surti
224,ગાંધીનગર આજ સુધી ગુજરાત ના કોઇ પણ કલાકારે કાઠિયાવાડી ભાષાની ઠેકડી ઉડાવી છે ?હલકટ પ્રવૃતિ છોડો.,charotari
225,નેધરલેન્ડ ટીમ વર્લ્ડ કપની લગભગ બહાર છે,kathiawari
226,ભાઈ 😄😁👌ભાઈ ભાઈ ભાઈ 😄😊,surti
227,"જો કે ડચ ટીમને હળવાશથી
લેવાની ભૂલ કરશે નહીં",kathiawari
228,"પોલીસ તપાસમાં ખુલ્યું છે કે આ ચારેય મહિલાઓ અઠવાડિયા પહેલા જ બાંગ્લાદેશની બેનાપુર બોર્ડર
પરથી ગેરકાયદેસર રીતે ભારતમાં પ્રવેશી હતી",kathiawari
229,જામનગર કચ્છ પોરબંદર એમ અનેક જિલ્લાઓને અંદાજપત્રમાં કશુંક મળ્યું છે,kathiawari
230,ના ફૂડ ઇન્સ્પેક્ટર આ એકમોમાં નિયમિત તપાસ કરશે,standard_gujarati
231,"જાડેજા અને તેમની ટીમે
આ મહિલાઓના સ્થાનિક સંપર્કો અને અન્ય કોઈ આશય અંગે ઊંડી તપાસ શરૂ કરી છે",kathiawari
232,કેટલીક ફ્લાઇટ્સ રદ કરવામાં આવી શકે છે ઈન્ડિગો એરલાઇને એડવાઇઝરી જાહેર કરી છે,standard_gujarati
